년도	제목	장르	가사
2014	어딜 쳐다 봐 (Nada Solo)	랩/힙합	N A D A 나 다 나 다 N A D A 나 다 나 다 N A D A 나 다 나 다 N A D A oh yeah Boy what you lookin at what you lookin at Boy what you lookin at what you lookin at N to the A to the D A reload 한번 빠지면 나가기 힘든 매력 마치 미로 또는 회전문 밀어내 봐도 돌아와 일로 니네가 색 내 봐라 내 입에 발려 지워질 립글로즈 brown skin 따라 해 봐도 안 돼 i'm GODIVA 명품 초콜릿 허리 다리 엉덩이 너 어디 봐 타고났어 어떡하라고 어떡 어떡 하라고 니가 어쩔 거냐고 어쩔 어쩔 거냐고 안믿기지 볼륨이 거의 남미 안B자나 뽕 필요 없지 남 일 이 C 봐라 까도 안 꿀려 I'm ill 거물이라 뻥치는 fake rapper Not me 실력과 외모가 오징어인 니가 못먹는 감 쳐다나 봅니까 귀찮아 한번 웃어 주니까 헤벌레 어쩔 줄도 모르는 니가 Boy what you lookin at what you lookin at Boy what you lookin at what you lookin at 어딜 쳐다 봐 어딜 쳐다 봐 엉덩이 다리 ha hot 어디 어디 ha hot 어딜 쳐다 봐 어딜 쳐다 봐 엉덩이 다리 ha hot 어디 어디 ha hot 니네가 자랑하는 어장관리 난 어장을 넘어서 아쿠아리움 니 남친 EX와 썸남까지 다 내게 잡혀 헤엄을 치고 있지 남자들은 하나 같이 나를 보고 지나가던 길 멈춰 눈 돌아 가고 자꾸만 알려달래 내 전화번호 2013 0807 안믿기지 볼륨이 거의 남미 안B자나 뽕 필요 없지 남 일 이 C 봐라 까도 안 꿀려 I'm ill 거물이라 뻥치는 fake rapper Not me 실력과 외모가 오징어인 니가 못먹는 감 쳐다나 봅니까 귀찮아 한번 웃어 주니까 헤벌레 어쩔 줄도 모르는 니가 Boy what you lookin at what you lookin at Boy what you lookin at what you lookin at 어딜 쳐다 봐 어딜 쳐다 봐 엉덩이 다리 ha hot 어디 어디 ha hot 어딜 쳐다 봐 어딜 쳐다 봐 엉덩이 다리 ha hot 어디 어디 ha hot 뭘봐 N A D A 나다 나다 N A D A 나다 나다 N A D A 나다 나다 N A D A 나다 What you lookin at What you lookin at What you lookin at 야 야 야 What you lookin at What you lookin at What you lookin at 야 야 야 
2014	안아줘	랩/힙합	잠깐 나 화장 좀 고칠게 좋은 기억을 주고 싶어 너에게만은 여자란 말이야 조금만 더 가까이 갈게 어색한 분위기는 싫어 Just trust me and give me luv 둘만 있는 좁은 방 초침소리만 들려 우리 둘 사이 공간 거리를 두고 싶지 않아 Cuz I love U And I need U 눈빛이 말을 하잖아 달콤한 니 입술로 나를 녹여줘 Cuz I love U And I need U 너와 마주보고 이 밤이 다 지나가도 나를 안아줘 yeah 이 시간엔 낮출 필요 없는 수위 니가 원하는 리듬에 난 숨이 차오르도록 춤춰 ma sweet don't stop let's poppin’ wave wave 기다려 왔잖아 love me hug me honey 부드러운 니 손이 내 다릴 허릴 쓸어 꽉 안아줘 모든 게 다 니꺼야 그 야한 눈빛으로 바라봐 어디든 내 예쁘장한 눈 코 입 말고 더 아래 둘만 아는 노래가 이 방에 울려 퍼져 서로 말은 안 해도 다 아는 것 같아 오늘은 널 가질래 Cuz I love U And I need U 눈빛이 말을 하잖아 달콤한 니 입술로 나를 녹여줘 Cuz I love U And I need U 너와 마주보고 이 밤이 다 지나가도 나를 안아줘 yeah Cuz I love U I need U 눈빛이 말을 하잖아 달콤한 니 입술로 따뜻한 니 품으로 나를 안아줘 Cuz I love U And I need U 너와 마주보고 이 밤이 다 지나가도 나를 안아줘 yeah 
2014	Last Christmas	랩/힙합	Last Christmas I gave you my heart But the very next day you gave it away This year to save me from tears I'll give it to someone special Someone Special 내게는 너 Like a fresh Air 기분 좋은 Weather 두 발을 나란히 해 거리를 걸어 어디든 상관없어 Together Everywhere 네 머리가 닿는 곳 내 어깨 쯤 이 손은 놓고 싶진 않아 어떻게든 사랑을 확인하려 올리는 뒤꿈치 그림자 두 개가 하나가 되는 Magic Show's Over 이제는 지난 일 꿈에서 깨버린 어둡고 긴긴 이 밤에 가만히 또 무심하게 크리스마스 트리 라이트 켜진다 Someone Special Someone Special 나야 오랜만이야 지금은 뭐해 쓰다 지우는 문자들과 함께 흐르는 사랑의 노래 Last Christmas I gave you my heart But the very next day you gave it away This year to save me from tears I'll give it to someone special Last Christmas I gave you my heart But the very next day you gave it away This year to save me from tears I'll give it to someone special 삐걱거리는 요즘 기분이 마치 휙휙 겨울 바람의 느낌 질질 끄는 미련에 도피 That's me 잊어버릴래 삐걱거리는 요즘 기분이 마치 휙휙 겨울 바람의 느낌 질질 끄는 미련에 도피 That's me 잊어버릴래 Last Christmas I gave you my heart But the very next day you gave it away This year to save me from tears I'll give it to someone special Last Christmas I gave you my heart But the very next day you gave it away This year to save me from tears I'll give it to someone special 
2014	Into me (Intro)	랩/힙합	Go with me you should focus on me more closely that's right let me start with this Look into my eyes kiss voice his love's makin' me feel somethin's got to give the thing I've never done before you no before you baby don't before you baby Hey listen you should be a little bit hurry cuz I'm gonna tell you a story there's nobody only you and I here just standing staring back at our melodies you agree with me comm'on uh hold on let me make sure just one thing are you ready for the off with me huh Eyes kiss voice his love's makin' me feel somethin's got to give the thing I've never done before you no before you baby don't before you baby 
2014	Deja Vu	랩/힙합	Yeah Legendary TS Uh Huh Come On That's The Way Ah Ah Young and Fresh Let's Go 거짓말 같은 이끌림 처음인 것 같은데 모두 정지된 이 느낌 너의 모습이 익숙해 마법에 빠진 것 같은 걸 Lose Control 제어 할 수가 없어 아직 내가 조금은 서툴러서 조심스레 다가가려 해 Oh Yeah 흔들 흔들 두근 두근 두근 거려 흔들 흔들 두근 두근 두근 거려 Get It Wit It Get It Wit It 자꾸 떨려 난 널 바라봐 What It's Like Deja Vu 신비한 느낌에 빠져 들어 다가와 다가와 Ah 이제 어서 어서 내게 다가와 다가와 It's Like Deja Vu 절대 벗어 날수가 없는 걸 Danger Danger 자꾸만 이끌려 끌려 Ah Do U Feel The Way I Do 이건 운명의 장난인 Deja Vu 네 모든 게 다 궁금하고 계속 알고 싶고 생각이 나 그댄 My Boo 넌 어느 별에서 왔을까 매일 새롭게 떠오르는 Rising Star Call Me When U Need Me 내 아껴 왔던 진심이 Can U Hear Me Brand New Feel 이 감정을 난 간직해 시간이 멈춘 공간 속에 Oh Yeah 흔들 흔들 두근 두근 두근 거려 흔들 흔들 두근 두근 두근 거려 Get It Wit It Get It Wit It 자꾸 떨려 난 널 바라봐 What It's Like Deja Vu 신비한 느낌에 빠져 들어 다가와 다가와 Ah 이제 어서 어서 내게 다가와 다가와 It's Like Deja Vu 절대 벗어 날 수가 없는 걸 Danger Danger 자꾸만 이끌려 끌려 Ah 이건 폭죽이 터지듯 Bang 가려질 수 없어 니 매력에 BAAAM 자신 없는 그런 행동은 Stop 톡 쏘는 듯 Pop Pop Right 가끔은 당돌해 보이는 Girl 여러 가지 Style 을 겸비한 걸 앗 뜨거 Hot 해서 쿨 하지 못해 내 Swag 은 모태 싸인 보내 OK Spit Fire Here We Go It's Like Deja Vu 신비한 느낌에 빠져 들어 다가와 다가와 Ah 이제 어서 어서 내게 다가와 다가와 It's Like Deja Vu 절대 벗어 날 수가 없는 걸 Danger Danger 자꾸만 이끌려 끌려 Ah 
2014	Love Call	랩/힙합	Yeah TS Follow Me Bring The Beat In U Ready Here We Go 달콤한 젤리팝처럼 상큼한 레모네이드처럼 느낌 있어 뭘 좀 아는 Girl Feel Me Now What Do U Want What Do U Want Uh 쭈뼛 쭈뼛 용기 없는 사람은 싫어 내 마음은 열려있는데 왜 모르니 Say U Say Me 자신 있게 말해줄래 Hey 다른 늑대가 채가기 전에 서둘러 언제든 보고 싶을 땐 날 불러 불러줘 외로울 때면 날 불러 불러줘 원하는 게 있다면 Say 말해봐 해봐 모두 전부 몽땅 들어줄게 Every Day Call Me Now Call Me Now Call Call Call Call Call Call Call Call Up Call Call Up Call Me Now Call Me Now Call Call Call Call Call Call Call Call Up Call Call Up 내 네 번째 손가락에 Twinkle 반지를 끼워줘 진심이 가득 담긴 내 눈빛을 믿어줘 Singing For Me Now Say U Say Me 자신 있게 말해줄래 Hey 다른 늑대가 채가기 전에 서둘러 언제든 보고 싶을 땐 날 불러 불러줘 외로울 때면 날 불러 불러줘 원하는 게 있다면 Say 말해봐 해봐 모두 전부 몽땅 들어줄게 Every Day 말하지 않아도 알아요 나를 아껴주는 맘 사랑할 땐 아낌없이 다 주는 게 좋은걸 이건 빨간불 아닌 파란불 Get It 걸어와 U Know How We Do 아무도 건드릴 수 없는 비밀 최고의 절대적 완벽 Feel This 1년 내내 푸른 소나무처럼 변치 말자 이 사랑은 Come On Yes 물음표 아닌 느낌표 이 노랜 행운의 징조 언제든 보고 싶을 땐 날 불러 불러줘 외로울 때면 날 불러 불러줘 원하는 게 있다면 Say 말해봐 해봐 모두 전부 몽땅 들어줄게 Every Day Call Me Now Call Me Now Call Call Call Call Call Call Call Call Up Call Call Up Call Me Now Call Me Now Call Call Call Call Call Call Call Call Up Call Call Up 
2014	국민 여동생	랩/힙합	TS New Generation 소나무 Whooo Yeah Come To My World Something Something Special Something Something Brand New Come To Come To My World Come To Come To My Heart Come On 오빠 나 솔직히 어때 당돌해 보여도 알고 싶은데 내가 좀 예쁘지 몸매는 더 예쁘지 맘에 콕 들었으면 해 Baby 월 화 수 목 금 토 일 1년 365일 딴 생각 안했어 연애도 안했어 관심 받고 싶어 나 비가 오나 눈이오나 오늘만 기다려왔어 Whooo Ooh Whoa Ooh Whoa 사랑받고 싶어 국민 여동생처럼 난 Baby Ooh Whoa Ooh Whoa 앙큼한 Your Girl Friend I Wanna Be With U 국민 여동생 완벽해 특별해 오빤 완전 소중해 Yes Something Something Special Something Something Brand New 순수해 따뜻해 미소는 더 해맑게 Yes Come To Come To My World Come To Come To My Heart 상큼한 레몬 에이드 달달한 이 밀크쉐이크 설렘의 맛이란 Sweety 너와 나 둘만이 간직할 비밀 이제 나를 지켜봐 마치 큰 사랑 받고 있는 김연아 I'm Young I'm Fresh Girl 마법처럼 빠져들게 될 걸 월 화 수 목 금 토 일 1년 365일 항상 함께해줘 나를 응원해줘 바람피우지 말아줘 비가 오나 눈이오나 나만을 바라봐줄래 Whooo Ooh Whoa Ooh Whoa 사랑받고 싶어 국민 여동생처럼 난 Baby Ooh Whoa Ooh Whoa 앙큼한 Your Girl Friend I Wanna Be With U 국민 여동생 아직 어리지만 내 감정은 어리지 않아 그저 귀여운 동생이라 생각 해버리지 말아 주문을 걸어 Castor Pollux 하고픈 말은 빙빙 안돌려 What I'm Young I'm Fresh Girl 마법처럼 빠져들게 될 걸 마술처럼 빠져들게 될 걸 Ooh Whoa Ooh Whoa 사랑받고 싶어 국민 여동생처럼 난 Baby Ooh Whoa Ooh Whoa 앙큼한 Your Girl Friend I Wanna Be With U 국민 여동생 완벽해 특별해 오빤 완전 소중해 Yes Something Something Special Something Something Brand New 순수해 따뜻해 미소는 더 해맑게 Yes Come To Come To My World Come To Come To My Heart 
2014	가는거야	랩/힙합	이 세상은 아직 나를 몰라 꿈을 꾸고 있는 내 모습을 눈부시게 빛나게 될 거야 It’s Time To Show My Dream 보여줄게 두근대는 심장 소리가 내게 들려와 바로 지금이야 언제나 새롭게 더 뜨겁게 시작해 It’s Alright 한 번 더 힘을 내 가는 거야 Ooh ooh 넘어져도 좋아 또 툭툭 털고 일어나 멋지게 사는 거야 Ooh ooh 포기할 수 없어 My Life Is Gonna Be Beautiful Wuh uh Wuh uh uh 빱 뚜비두밥 Uh uh Wuh uh Wuh uh uh 날 두고 봐 Always 힘을 내 가는 거야 Ooh ooh 그래 나를 믿어 My Life Is Gonna Be Wonderful 세상에 한걸음 내딛어 힘든 일들은 잊어버려 Let It Go 할 수 있어 이뤄봐 네 꿈들을 I Just Wanna Tell U Dreams Come True 힘들 거라는 말을 해도 내게 두려움은 없어 현실이란 벽을 무너뜨려 감춰진 내 진짜 모습을 I Can Fly 사람들은 내 진가를 곧 알게 될 테니까 두근대는 심장 소리가 내게 들려와 바로 지금이야 언제나 새롭게 더 뜨겁게 시작해 It's Alright 한 번 더 힘을 내 가는 거야 Ooh ooh 넘어져도 좋아 또 툭툭 털고 일어나 멋지게 사는 거야 Ooh ooh 포기할 수 없어 My Life Is Gonna Be Beautiful Beautiful 아름다운 세상 좀 더 힘차게 가는 거야 Oh oh 누가 뭐래도 내가 갈 길을 걸어가 Do It 거센 파도가 몰려와도 Let's Do It Beautiful 아름다운 세상 좀 더 힘을 내 가는 거야 Oh oh 즐겨봐 실패는 성공의 어머니 겁먹지 마 도전해봐 칠전팔기 나를 믿어 날개를 펼쳐 날아 올라가 저 하늘 위로 한 번 더 힘을 내 가는 거야 Ooh ooh 넘어져도 좋아 It's right 또 툭툭 털고 일어나 멋지게 사는 거야 Ooh ooh 포기할 수 없어 Never Give Up My Life Is Gonna Be Beautiful Wuh uh Wuh uh uh 빱 뚜비두밥 Uh uh Wuh uh Wuh uh uh 날 두고 봐 Always 힘을 내 가는 거야 Ooh ooh 그래 나를 믿어 My Life Is Gonna Be Wonderful 
2014	아낌없이 주는 나무	랩/힙합	U Know This Song For You 해주고 싶은 게 참 많은데 아직은 조심스러워 넌 내 아픔을 씻겨줬고 새로운 시작의 기쁨을 줬어 이젠 내가 많이 맞출게 Listen Up Boy 나에게는 부드럽고 다른 여자에게는 까칠한 너 있지 뭐랄까 그냥 사실 좀 걱정 돼 난 너를 못 믿는 건 아냐 나를 스쳐간 이별 기억에 그게 걱정 되지만 이젠 슬프지도 않아 이젠 외롭지도 않아 너를 만난 후 내 맘은 변해 매일 매일 더 따스히 변해 매일 사랑 받는 기분 매일 사랑 주고 싶은 너를 만난 날 모든 행운이 나를 향해 달려온 것 만 같아 너를 사랑해 너를 사랑해 내 삶을 밝혀주는 빛 어두워도 느껴지는 그대 손길 난 현실도피 하듯이 겉돈 시간 때문에 걱정돼 솔직히 하지만 너를 믿어야만 계속 되겠지 지난 시간 속 아팠던 순간 악몽 같았고 내 맘은 검게 다 탔어 더 이상 숨 가쁜 추격전 같은 사랑은 싫어 나를 위로해달라는 말은 아냐 너를 믿어 이젠 슬프지도 않아 이젠 외롭지도 않아 너를 만난 후 내 맘은 변해 매일 매일 더 따스히 변해 매일 사랑 받는 기분 매일 사랑 주고 싶은 너를 만난 날 모든 행운이 나를 향해 달려온 것만 같아 한동안 솔직히 힘들었었지 너도 마찬가지라며 내 얘길 들어줬어 매번 우린 과거를 공유 했어 제법 현재를 함께하며 미래를 약속해 수십 수백 번 내겐 단 하나뿐인 널 만나서 내 아픔도 모두 달아나 참 고마워 너란 사람을 만나서 내 삶이 바뀌었어 정말 고마워 매일 사랑이 달콤해 번지고 매일 하루가 또 하루가 감동이 번지고 오늘이 다르고 내일이 또 다른 뜨거운 사랑을 난 원해 이젠 혼자가 아니야 너의 여자가 돼줄게 아낌없이 더 사랑해줄게 너를 너를 더 사랑해줄게 내가 편히 쉴 수 있게 네가 편히 쉴 수 있게 기댈 수 있는 사람이 될게 네가 쉴 수 있는 세상을 줄게 너를 사랑해 너를 사랑해 
2015	예뻐	랩/힙합	넌 정말 예뻐 너만 보면 내 입꼬리는 헤퍼 내 삶에 helper 네 덕에 이제서야 기지개 펴 가재가 게편인 것처럼 내 편 Docu에서 Melodrama로 개편 이 세상 모든 love story를 재연해 너라는 태양에 난 이미 데였네 안 좋은 기운들은 너로 인해 떼어 내 내 꺼인 듯 내 꺼 아닌 some같은 게 아냐 틈을 줄게 화장을 지웠어도 내꺼 널 만난 건 조상님도 대견해하실 게 뻔해 모든 게 변해 없어도 내 옆에 널 향해 헤엄쳐 우리의 destiny 앞으로 계속되니 걱정 마 아름다운 구속이니 내 겉과 속 이미 너 밖에 못 녹여 넌 정말 예뻐 너무도 아름다워 가끔은 미워 나를 또 외면할 땐 그래도 예뻐 너무도 아름다워 Feel so good 뭐랄까 감당 안 돼 이건 마치 아찔한 스틸레토 twinkle한 다이아와 섹시한 shape의 세단처럼 눈이 가 그녀가 만들어낸 새로운 배치야 주입하는 pathos에 중독 돼 이기적이게 살아왔던 내 삶은 굴복해 날 가만 안 두게 만드네 얼마 못 가는 모자란 감정은 안 쓸 게 바라던 이상형보다 예뻐 예뻐 맞아 넌 이상적인 여자 백 번 말해 또 입만 아픈 pattern 뺏고 싶은 that girl 심도 있는 진도 뺄 Girl 바라던 이상형보다 예뻐 예뻐 맞아 넌 이상적인 여자 백 번 받아줘 내 진취적인 고백 사랑해 매번 Better late than never baby 넌 정말 예뻐 너무도 아름다워 가끔은 미워 나를 또 외면할 땐 그래도 예뻐 너무도 아름다워 Feel so good Girl 가끔 내게 등을 돌린 네 모습도 아름다워 예뻐 네 맘을 다 내게만 줘 넌 정말 예뻐 너무도 아름다워 가끔은 미워 나를 또 외면할 땐 그래도 예뻐 너무도 아름다워 Feel so good 
2015	어디 안 가 (Feat. 양다일)	랩/힙합	잘 들어 One Two Three 다이어트도 필요 없어 너 때문에 내 심장이 뛰어서 다른 여자 앞에선 좀비처럼 심장도 안 뛰어 널 위한 일분 대기조 매일 여기 네 옆에 서 있어 딴 여자에겐 범생이의 책장 절대로 틈 없어 그녀들은 내게 전화를 걸어 그러자 넌 여자 울린 전과를 물어 자기야 인상 펴 널 두고 바람 안 펴 다른 여자에게 미소는 일종의 비즈니스 너의 삐진 입술조차 Miss you I just wanna kiss you 조그마한 표정 변화까지 Hot Issue 잘 들어 One Two Three It's OK 나는 너만 보잖아 Baby 질투하지 마 토라지지 마 나를 봐 Baby One Two Three It's OK 그래 그렇게 날 네 품에 두니 여자들은 널 질투해 어디 안가 안가 안가 안가 널 두고 잠깐도 어디 안 가 널 두고 어디 못 가 내 맘은 오직 너만 쫓아 Baby Baby 너랑 있을게 화려한 fashion 깔끔한 style 넘치는 매력 다분해서 너무 피곤해 여자들 말 거는 빈도 하지만 알잖아 아무 느낌도 느낄 수 없어 평범한 친구야 질투하는 티 내지 말고 벗어던져 어서 덤벼 진하게 네 향기 내 안에 담고 싶어 할 뿐야 어딜 봐 난 어디 안 가 나 같은 남자가 또 있을 것 같아 난 몸에 좋은 약 쓰게 될 거야 넌 내게 결국 오게 될 거야 알리바바 네 맘을 열어봐 환상을 보여 줄 날 빨리 잡아 I'm Genie U and Me together 오늘부터 우리 사랑 Will be forever 잘 들어 One Two Three It's OK 나는 너만 보잖아 Baby 질투하지 마 토라지지 마 나를 봐 Baby One Two Three It's OK 그래 그렇게 날 네 품에 두니 여자들은 널 질투해 어디 안가 안가 안가 안가 널 두고 잠깐도 어디 안 가 널 두고 어디 못 가 내 맘은 오직 너만 쫓아 Baby Baby 너랑 있을게 Hey Baby 난 어디 안 가 절대 없어 나만 한 남자 Hey Lady 나 어디 안 가 절대 없어 너 같은 여자 Hey Baby 난 매일 바빠도 하루 종일 난 너만 찾아 Hey Lady 나 여자 많아도 밤새도록 너만 찾아 잘 들어 One Two Three It's OK 나는 너만 보잖아 Baby 질투하지 마 토라지지 마 나를 봐 Baby One Two Three It's OK 그래 그렇게 슈비두비둡 그래 우리 둘 누가 뭐래도 쓸데없는 생각은 모두 말자 이리 와 옆에 와 껴봐 팔짱 슈비두비둡 그래 우리 둘 누가 뭐래도 걸스데이는 아니지만 기대해 My Darling 다 줄게 Something That 
2015	부딪쳐 (Feat. 류수정 of 러블리즈)	랩/힙합	하루하루 사는 게 왜 이렇게나 자꾸 힘이 드는 건지 나도 잘 몰라 사는 게 뭐 그런 거지 아무리 힘이 들더라도 한 번 부딪쳐 보는 거야 한여름의 눈처럼 철없던 버릇없던 어린 시절 없던 거라곤 겁과 돈 오직 가진 거라곤 벗과 몸 공 하나만 있으면 온 동네를 휩쓸던 난 힙합바지로 길거리 무대 바닥을 쓸고 가족보단 친구 친구보단 여자와 시간 보낼 땐 남자가 됐단 착각이 들었네 하루에도 몇 번씩 바뀐 꿈에 선생님은 인상을 찌푸렸고 그게 날 여기까지 이끌었어 성장의 과정 속 받는 상처들 반은 아물고 트라우마로 남아 늘 모든 건 어른이 되기 위한 거름 싹트기 위해 오늘도 땀이란 물을 줘 하루하루 사는 게 왜 이렇게나 자꾸 힘이 드는 건지 나도 잘 몰라 사는 게 뭐 그런 거지 아무리 힘이 들더라도 한 번 부딪쳐 보는 거야 부딪쳐 부딪쳐 부딪쳐 부딪쳐 부딪쳐 부딪쳐 젊으니까 입술이든 뭐든 부딪쳐 부딪쳐 부딪쳐 부딪쳐 부딪쳐 부딪쳐 부딪쳐 젊으니까 술잔이든 뭐든 부딪쳐 내 이름만큼 중요했던 학교 간판 단순한 노동에 쳇바퀴를 달아 학원 과외와의 힘든 하루 일과 1등급 한 우등생과의 씨름 비교 공부 한판 하나도 맞지 않아 책과 눈싸움 말야 그저 친구들이 다였던 학창 시절 별 기대 없이 받은 전국 대회 상장 그 뒤로 커져가는 가족들의 기대감 But 눈 뜨게 된 건 Music Dance 거짓 없는 모습 난 매료돼 이기적인 선택해 주춤했던 형편에 빚을 지고 못난 자식 뒷바라지에 기우시고 비록 번듯한 결과 없던 학원 강사 내색 없이 내 편 돼 준 가족 난 알아 남몰래 눈물 훔친 추억 담아 날 이끄는 저 무대로 날아올라 하루하루 사는 게 왜 이렇게나 자꾸 힘이 드는 건지 나도 잘 몰라 사는 게 뭐 그런 거지 아무리 힘이 들더라도 한 번 부딪쳐 보는 거야 언젠가 시들시들 해지겠지만 날 밝게 비출 빛을 받아 내 지난날 돌아봤을 때 후회 없게 위를 향해 활짝 피기 위해 한 끗 차이로 실패한 사람 비켜 가족을 등에 업고 날 성공시켜 한둘의 팬들 끝까지 난 지켜 우리 앞날은 밝아 Don't give up 하루하루 사는 게 왜 이렇게나 자꾸 힘이 드는 건지 나도 잘 몰라 사는 게 뭐 그런 거지 아무리 힘이 들더라도 한 번 부딪쳐 보는 거야 부딪쳐 부딪쳐 부딪쳐 부딪쳐 부딪쳐 부딪쳐 젊으니까 입술이든 뭐든 부딪쳐 부딪쳐 부딪쳐 부딪쳐 부딪쳐 부딪쳐 부딪쳐 젊으니까 술잔이든 뭐든 부딪쳐 
2015	바빠서 Sorry (Feat. 스윙스, 샴페인 of 샴페인&캔들)	랩/힙합	Never lose hope Never Never lose hope Never lose hope Never Never lose hope Never lose hope Never Never lose hope Never lose hope Never Never lose hope 내가 세운 규칙 모범 정직한 수위 Don’t worry about dream n money You will have enough sorry 이 구역에 God이 나야 한시가 바쁜 스케줄 난 24시간이 모자라 방대한 곡 스케일 봐 도를 넘어 미친 화음 음악 세계 자존심 펼쳐 볼 수 없던 매력 덩어리 여기 내 끼가 넘쳐 주어진 일 이상해 내 별명 일당백 사랑과 성공 절대 끝나지 않아 밀당해 난 떠오르는 말띠 해 누군지는 별 볼 일 없지 별수 없이 답 마치네 공식은 나 넌 일없지 Success is best revenge 성공의 아이콘이 나 토르 오른손처럼 망치니까 아무도 날 못 막지 Sorry I ain't got no time Cause I've fallen in love this beat 그 여자들은 다 됐어 난 너무 바쁘니 너희나 데리고 놀아 난 바빠 그치만 뻔하지 그녀들은 날 찾아 Cause I'm young and cool 바빠서 Sorry 아이구 Cause I'm young and cool 바빠서 Sorry 아이구 Cause I'm young and cool 바빠서 Sorry 아이구 Cause I'm young and cool 바빠서 Sorry 밑바닥 나락부터 올라온 Do or Die 자수성가 type 어린 나이에 많은 걸 이뤄내 또래들과 많이 벌어진 차이 Bad girl들이 뻑 가시는 style 내 stage를 보고 나선 남녀노소 다 fan cafe에 가입해 늘어만 가는 함성 악수 요청 박수갈채 부모님께 해드린 거라곤 빚 청산 가게 집 한 채 선견지명 눈앞에 목표를 향해 갈 때 지체 따윈 없어 마치 셔터 앞 피사체 남이 아닌 내가 정해 보이지 않는 한계 너네 음악 널렸어 건조대 위의 빨래 날 이기려 애쓰는 거 보면 술자리처럼 짠해 내가 바로 뛰는 놈 위에 나는 놈 Like pilot 주머닌 항상 Dollar로 꽉 찬 팔자 잘 자란 아들 덕에 줄어만 가 엄마 친구의 아들 자랑 성공이란 게 궁금해 그렇다면 내 역사를 봐 Sorry I ain't got no time Cause I've fallen in love this beat 그 여자들은 다 됐어 난 너무 바쁘니 너희나 데리고 놀아 난 바빠 그치만 뻔하지 그녀들은 날 찾아 Cause I'm young and cool 바빠서 Sorry 아이구 Cause I'm young and cool 바빠서 Sorry 아이구 Cause I'm young and cool 바빠서 Sorry 아이구 Cause I'm young and cool 바빠서 Sorry 아 누구세요 맨 작년의 당신 인사는 90도로 해 내가 클 줄 몰랐어 그렇게 무식해도 돼 귀가 뜨거워지지 그건 업보라고 해 날 누르던 선배들 침몰하네 기분이 너무나 Wonderful Oh wonderful 난 신인이지만 늘 제대로 뱉지 다 엎드려 언플로 난 입 턴 적 없어 내겐 오로지 내 SKILLS BOY 내 SKILL HUH 여자 애들 다 취했어 난 존재가 SKILL BOY 난 원래 그렇게 쓸데없는 독도 없었어 근데 누가 내 벌집을 밟아서 판을 다 엎었어 가짜는 한번 넘어지면 화장이 다 벗겨지지 패배를 인정해 집에 가게 도와주라 쳐줘라 GG 누군 묻더라 돼지 놈은 대체 언제 다 컸어 멍청아 나는 살을 뺄 시간도 없이 작업하느라고 바빴어 난 다신 봉활 안 떨궈 잘 보여 앞날이 누구에겐 이 광경은 눈에 들어간 타코 와사비 That’s why we always Turn up Turn up Turn up Bring it 다 들어와 난 시간 없다 이건 INFINITE H ASSBRASS and 슁이 
2015	지킬 앤 하이드 (Feat. 태완)	랩/힙합	지난밤 무슨 일이 있었던 건지 상처 난 주먹과 잔뜩 어질러진 부엌 안에서 아침을 맞이해 7을 가리키는 시침이 날 일으켜 톱니바퀴처럼 바쁘게 일하고 웃고 떠들며 하루는 돌아가고 일과를 마칠 때 마침 내게 걸려온 친구 놈의 전화에 잔과 피로를 비워 근데 그 자리에 떠난 네가 메워져 하늘에 달이 몸에 술이 채워져선 지 몸의 중심은 곤두섰어 엄지는 네 번호만 서성이다 이성을 억누르며 눌러보지만 다른 목소리에 욕을 지껄여 눈에 띄는 것마다 시비 걸어 또 미련 속에 지갑 속 사진에 말 걸어 밤이 되면 미쳐가 자꾸만 미쳐가 하루 종일 괜찮다가도 또 네가 떠올라 이제 나도 지쳐가 자꾸만 지쳐가 No more 그만 잊고 싶은데 오늘 밤은 아직 안 되겠어 고갤 들고 눈 떠보니 이른 아침 좀 더 곤히 자고 싶은 지친 몸 이끌고 비친 거울 속엔 울렁이고 온전치 않은 모습 왜 이럴까 기분 나쁜 기억 없애려 되려 내려놨어 찝찝함 털고 일어나 하루를 훔치듯 아무 약속으로 채워놔 너란 감옥 풀린 듯 홀가분한 기분 밖을 나서 고마워 헤어진 게 잘 됐단 느낌이 앞서 근데 해가 반쯤 숨을 때면 또 불거지는 문제 내가 아닌 듯 한 최면에 걸린 듯 주체 점점 안 돼가서 내 얘길 술자리에 친구들과 나누며 안주했어 외면했어 어둠이 오고 어둑함 물드는 내 머리로 찾아오는 또 다른 나 I can let it go 밤만 되면 너라는 흔적을 찾았어 미친 듯이 습관처럼 범인은 나였어 밤이 되면 미쳐가 자꾸만 미쳐가 하루 종일 괜찮다가도 또 네가 떠올라 이젠 나도 지쳐가 자꾸만 지쳐가 No more 그만 잊고 싶은데 오늘 밤은 아직 안되겠어 널 잊었다고 그렇게 믿어 왔었는데 I can't stop 지금 내 안에 나 아닌 누군가 너를 찾아 헤매고 있어 밤이 되면 미쳐가 자꾸만 미쳐가 하루 종일 괜찮다가도 또 네가 떠올라 이젠 나도 지쳐가 자꾸만 지쳐가 No more 그만 잊고 싶은데 오늘 밤은 아직 안 되겠어 
