년도	제목	장르	가사
1996	떠나버려	랩/힙합	달콤한 사랑만을 말해주던 니가 지금은 너무쓴 이별을 줘 버렸어 가슴이 아파 또 마음이 아파 또 이게 바로 너였다니 머리가 아파  내가 사랑했던 사람은 지금의 넌 아니야 비열한 거짓말만을 하는 니가 아니야 배신당한 내 마음을 지금에 넌 아냐   한때는 이제 내가 어떻게 해야하나 친구들을 불러놓고 앞에 앉혀놓고 묻기도 했어 또 울기도 했어 또 남 앞에선 태연한 척 웃기도 했어  이제 그런 위선은 더 이상 안 할거야 이런 바보 같은 사랑도 난 안할꺼야 저리비켜 저리치워, 집어치워 나는 지워 버릴거야 너의 기억을   나는 너를 널 지워버릴거야 더 이상에 미련은 없어 나는 다른 사람을 찾을꺼야 이젠 나를 위해   의심보다 관심을 더 너에게 쏟았던 나 관심보다 변심을 나에게 주고만 너 나는 안됐어 또 너는 못됐어 우린 남들처럼 끝나버린 사랑이 됐어  이런 책임이 너에게 전부 있다고는 난 말하지 않겠어 원망하지도 않겠어 너보다 더 좋은 사람을 만나는 게 지금 나의 일 뿐이야   나는 너를 널 지워버릴거야 더 이상에 미련은 없어 나는 다른 사람을 찾을꺼야 이젠 나를 위해   너의 마음만 내게서 떠나간 게 아니야 나도 이제 니가 너무 싫어졌으니까 가슴아픈 이별에서 벗어나게 된 거야 난 어떤 해방감마저 느껴지는걸  지금은 날 떠나간 니가 너무 고마워 세상에는 멋진 사람 얼마든지 많다는 걸 너로 인해 배웠으니까 두 번 다시는 널 찾지 않겠어
1996	약한 남자	랩/힙합	오에오 오에오에오 오에오 오에오에오 지금 나!아!아!아!의 마음속에 그리고 또 머리 속엔 꽉!꽉! 차있는 건 바로 바로 바로 바로 너를 향한 나의 벅찬 마음 뿐이야 아주 오랫동안을 그렇게 매일마다 너의 얼굴 생각해 왔어 이런 내 처지를 어떻게 해야 너한테 알릴 수가 있지? 침착해 혹!혹!혹!혹시나 그래 맞아 만일에 남자친구가 있다면 어떡하지 난 이렇게 생각을 해봐도 안되고 다르게 생각을 해봐도 안되고 난 정말 고민이 너무 많아 하!하!하!히지만 역시 나는 만일에 남자친구가 없다고해도 걱정이야 오에오 오에오에 오늘 만나서 나의 마음을 보여줘야 할까 오에오 오에오에 오직 나의 마음에는 항상 너뿐이라고 말이야 하지만 두려워 그렇게도 망설이던 나 드디어는 심지어는 이제 네게 고백 하기로 했어 준비가 됐어 나 더 이상은 고민하며 지낼 수는 없었어 잘못되어 버릴 수 있다는 걸 알! 아! 그래도 혹시 몰라 나 몰라 아! 아! 다만 가만히 이렇게 계속 내가 있으면 아무것도 아니라는 게 더 두려워 이제 난 용감해져야 돼 너를 너를 얻기 위해서라면 너를 얻기 위해서라면 난 뭐든지 할 수 있을 것 같아 불안함에 몸은 떨리지만 나는 그래도 남자라고 사람들은 말해 주지 그래 그래 나는 용감하게 정면으로 부딪치는 거야 오에오 오에오에 오기를 길가옆 골목에서 기다리고 있어 오에오 오에오에 오고 있어 저기 but 갑자기 머리가 복잡해  이렇게 복잡해 신은 정말 없는 걸까 나는 어째서 이리도 어지러운 걸까? 오 오 어쩌면은 나를 이렇게 참담하게 하는 거야? 이제는 두 번 다시 나설 수가 없어 영영 안녕이라고 말해야겠지 너무나 가슴이 아파 나는 쓰러져 버릴 것 같아 지금 오 너의 그런 표정 정말 나는 처음 봤어 다시 다시 비길 다시 두 번 다시 못 볼 그런 얼굴이었지 그리고 더욱 충격은 그런 차가운 목소리 평생 처음 들었어 이제 나는 똑똑히 알게 되었지 너의 이상형은 내가 결코, 절대 아님을 평생 기억에 남을 지금 내 눈의 눈물 오에오 오에오에 오만 하기만한 너의 그 작고 예쁜 얼굴 오에오 오에오에 오늘 일은 결코 나는 잊을 수가 없을 꺼야 오에오 오에오에오 오에오 오에오에오 오에오 오에오에오 오에오 오에오에오
1996	Go!Go!Go!	랩/힙합	 우리들의 어린 시절 이미 지나갔고 어른이란 이름으로 힘든 직장 갖고 생활하면서 이미 뽀얀 얼굴은 갔고, 그런걸 갖고 고생이라 말하고 고지식한 생각으로 남을 무시하고 동심을 가진 어른들 이상하다하고 전자 게임, 프라모델, 만활 싫어하고 그게 왜 재미있는지 이해를 못하고 그런 사람을 보며 나는 답답하고 하지만 그 사람 역시 내가 답답하고 얽히고, 설키고 꼬이고 막히고...  어렵게 생각하면 힘든 세상이지만 행복은 그리먼게 아니야 작은 기쁨을 느낄 수 있다면 이미 넌 행복하거야.  이 넓은 세상에서 자기만 잘났고 조그만 일 하날해도 남들보다 났고 이거든지 저거든지 남들은 못났고 자기 위친 높고 나의 위친 낮고 그런 식으로 언제나 이 세상을 살고 자기 잘못을 모르고 계속 그리 살고 남들에게 원망 듣는 줄도 모르고 계속 그렇게 끝이 없이 짜증나게 굴고 계속 그러면 그대만 혼자 고립되고 그게 싫으면 이제는 안 그러면 되고 그래, 남의 입장에서 좀더 이해하면 결국에는 모두 행복하게 되고  자! 한 마디 쉬고  질투와 시기는 우리에게 필요 없고 가식과 허식은 우리 더욱 필요 없고 서로에게 한번씩 더 웃어줄수 있는 마음만 있다면 우리 문제될 게 없고 하지만 그런 마음 쉽지만은 않고 심지어는 그러려고 생각조차 않고 마음을 닫고 두 귀를 막고 세상에 모든 고민 혼자 얼싸안고 이제는 그런 생각 다 털어 버리고 닫혀 있는 마음 활짝 열어 버리고 그러면 다른 사람의 얘기도 들리고 그대도 더욱 세상 고민 줄이고  반복  세상이란 우리 속에 우리 지금 살고 서로 자기 이득 위해 아웅다웅 살고 멈추면 안돼, 놓치면 안돼 빨리빨리 움직여야 겨우 나는 살고 시간은 째깍째깍 잘도 흘러가고 세상은 매일매일 빨리 돌아가고 조금만 여유를 찾고, 쉬고 하다 보면 난 막바로 옛날 사람되고 하지만 유행은 갔다 돌아오고 더 많은 시간들이 내게 다가오고 그러니깐 이제 그만 여유도 찾고 진정으로 사랑할 때 연인도 찾고
1998	1tym	랩/힙합	 알겠어 와 와 우리도 지금까지 how how 너무도 긴 시간을 foul foul 참아왔던 것 you know what the time how we kick right now 우리가 모든 것을 엎어 엎어 지금 이곳에서 벗어나고 싶어 oh my god 너희 모둘 기다려온 1tym 처럼 다시 시작하는 거야 다같이 bow wow wow yippy to then 똑같이 반복됐던 손짓속에 이제껏 소리쳐 댓었던 바보같던 너의 거짓된 눈 바로 떠 무엇이 보이나 무엇을 원하는가 구겨졌던 어제와 오늘의 네 미래 자신있게 with the 1tym track 1tym is one time for your mind 원하는 것을 다 너에게 주겠어 우리는 1tym 조금씩 다가와 우리 함께 가는 거야 이대로 아직도 뭔말인지 또 뭔소린지 왜 알아듣지 못할 말로 지껄이지 yo t.e. to the d 이제는 말하지 excuse me 사라져버려 모두 다가가 진실들을 향해 전부 다가가 느끼니 우리 hiphop 속에 감춰진 자유 그 누구도 따라할 수 없는걸 자 때가 왔어 빨리 모든걸 너희들이 가려줄 시간들이 눈앞에 서있지 이제 모두가 깨달아야 하지 함께 1tym을 크게 외쳐봐 우리는 영원할거야 보다 멀리 더 멀리 날아가리 저 높은 곳에 우리 모두 하나가 되리 1tym is one time for your mind 원하는 것을 다 너에게 주겠어 우리는 1tym 조금씩 다가와 우리 함께 가는 거야 이대로 1tym is one time for your mind 원하는 것을 다 너에게 주겠어 우리는 1tym 조금씩 다가와 우리 함께 가는 거야 이대로 1tym 조금씩 다가와 우리 함께 가는 거야 이대로 1tym is one time for your mind 너에게 주겠어
1998	Falling In Love	랩/힙합	In love I think I'm fallin in love I think I'm in love with U 나의 모든 사랑 너에게만 주고 싶어 내 모든걸 다 버린다 해도 스쳐 가는 바람처럼 나를 감싸고 날아가지마 너와 함께라면 세상 끝까지 따라가겠어 I think I'm fallin in love in love with U 너도 나와 같은 생각 이기를 I think I'm fallin in love in love with U 너의 사랑을 원할 뿐야 내 곁에 머물러 주길 하루하루 기도했어 아마도 이런 맘 넌 모를 거야 아름다운 사랑으로 너만을 느끼고 싶어 너의 그 숨결하나 까지도 I think I'm fallin in love in love with U 너도 나와 같은 생각 이기를 I think I'm fallin in love in love with U 너의 사랑을 원할 뿐야 매일밤 내가 꿈꿀 때 마다 널 느껴 느껴 내가 꿈꿔왔던 나의 사랑이 바로 너란걸 알게 되었을 때 Fallin with U and there's hope in my heart that you feel the same too I think I'm falling in love falling in love with you 너의 사랑을 원할 뿐야
1998	Good Love	랩/힙합	yeah ha ha straight from the YG baby ah 1TYM 1TYM ah yo yo you know how we do 1TYM break'em off with that oh baby 나 어떡해야 해 그대 사랑하는 맘 정말 난 못참겠어 oh baby 미칠것 같아 그대의 눈빛만 보면 정말 난 견딜수 없어 하루종일 그대 생각만 해 더이상은 버틸수 없을 것 같은데 good good good love so wonderful so beautiful my love good good good love hey you got the love good good good love so wonderful so beautiful my love good good good love my people from the front to the back where U at 이제 시작한다 우리의 1TYM affack 다같이 uh uh uh plus two it's a good love keeping me high day and night with every thought of U oh honey 혼자두지마 그냥 이대로두면 나 어떻게 될지 몰라 oh darling 어떤말로도 내가 가 진 내사랑을 표현할 수가 없잖아 듣고 싶어 그대의 한마디 널 영원히 사랑해 그렇게 불러줘 good good good love so wonderful so beautiful my love good good good love hey you got the love good good good love so wonderful so beautiful my love good good good love let's pick it up with the 1 T Y M comin' from the Y G yeah you know me 너와 내가 하나가 되어 나누는 거야 say good love good love 들리지 않니 사랑의 속삭임 너를 향한 이 설레임을 꺼지지않는 내 사랑과 같은 하늘 반짝이는 별은 너의 것 oh my love good good good love so wonderful so beautiful my love good good good love hey you got the love good good good love so wonderful so beautiful my love good good good love 1TYM saying king ah good good good love
1998	뭘 위한 세상인가	랩/힙합	모두 망쳤어 모두 뺏겼어 다 모두 잠들어야만 했었어 과학이란 눈부심에 멀어진 너의 두 눈속에 비참한 그 상처만 이제껏 남게 돼버렸어 고철앞에서 모든 삶을 네가 살아갈 필요 없었지 나는 노예 같은 것 T E DOUBLE D Y 비참한 인간의 욕심들과 넌 무엇이든지 만들어 냈지 너를 대신할 수 있는 사람까지도 UH 애초에 뭘 위한 세상인가 언제나 생각하면 위험하다 멋대로 왔지 끝이 왔지 바로 인제가 무너질 테지 애초에 뭘 위한 세상인가 언제나 생각하면 위험하다 멋대로 왔지 끝이 왔지 바로 인제가 무너질 테지 그리 무엇을 더 많이 원하나 시퍼런 미친 너의 손짓으로 뭣하나 넌 또 마구 빼앗아 대고 하지만 그건 또 모두를 죽여가고 어리석은 자들의 막힌 세상이 나를 만들고 박힌 틀 속에 정해졌어 차가운 유리병엔 지금도 나와 똑같은 얼굴이 여기저기 언젠가 넌 그런식으로 했었지 더 멀리 네가 버린 양심이 검은색 빛으로 모두 변했지 그것이 나를 죽였지 그랬지 애초에 뭘 위한 세상인가 언제나 생각하면 위험하다 멋대로 왔지 끝이 왔지 바로 인제가 무너질테지 애초에 뭘 위한 세상인가 언제나 생각하면 위험하다 멋대로 왔지 끝이 왔지 바로 인제가 무너질 테지 우리가 살아온 공간은 변했어 언제나 받기만 원했어 모두에게 오직 인간만을 위했던 그 현실인가 왜 좀더 멀리 생각하지 못했나 아무런 되갚음 없이 배신하고 있다 지금이 마지막이란 시간이다 이젠 무너지는 걸 막아낼 수 없는 걸 깨달았어 너무 늦었어 Uh 애초에 뭘 위한 세상인가 언제나 생각하면 위험하다 멋대로 왔지 끝이 왔지 바로 인제가 무너질 테지 애초에 뭘 위한 세상인가 언제나 생각하면 위험하다 멋대로 왔지 끝이 왔지 바로 인제가 무너질 테지 애초에 뭘 위한 세상인가 언제나 생각하면 위험하다 멋대로 왔지 끝이 왔지 바로 인제가 무너질 테지 애초에 뭘 위한 세상인가 언제나 생각하면 위험하다 멋대로 왔지 끝이 왔지 바로 인제가 무너질 테지
2000	No Time To Lose	랩/힙합	 one part for the spirit like a one mc one part pure power that counts with the beats one part that you taken from me one part for every chain put inside of me one part for the pain that I gots to pop one part for yo folks that I''m leaving a knot one part for yo nose snot I''m hot can''t stop if you''re ready or not fever that means I''m spittin'' hot calculate my spot every cotton mouth that means I''m running you out leave yo game on drout don''t eye ball me it ain''t no way out you chose made move thank god you loose hammer time''s back with no time to lose   It ain''t no time to waste cause I''m chasing my chatter cheese can''t let the pressure I gots for my passion for my bottles or g''s cause I flow like the low 4 degree verbal rumble with mc''s ill eat yo mind block free fall cause I''m way too rugged raw stooge players spittin'' major with no flow sometimes losing to him or you better than bruise you scuffed up like some old Nike shoes that''s how I do my do mads for the cash be motto adrenaline for stacking me it''s like I hit the lotto sometimes I drink a bottle for the tough times be hard to swallow chasing my paper be mediatory about my statics like this offence penetrate do you fall like plastic it''s automatic when we celebrate we being stooge and ain''t got no time to lose  no time to lose~ no time for you no time to spare no time to loose~ I ain''t got no time~ no time to lose~~  california dreaming, ah~ 끝없는 세계 이렇게 계속 쭉쭉 펼쳐진 바 다와 저 높은 하늘 아래 펼쳐진 또 다른 X-Large의 세계 그 속에 쉴 새 없이 흐르고있는 도전정신의 세계 Hammer와 수많은 rap의 원조들이라 불리우는 그들이 Korea, Korea 외쳐대는 이 순간에 내 눈에 내 맘에 내 머릿속에 불타 오르는 한국 의 정기를 이어받아 검은 무리를 뚫고 나가 아리랑 아리랑 아라리가 났네 X-Large가 탄생했네 저렇게 우리를 쳐 다보네 X-Large의 세계로 휩쓸려 밀려오네 이미 내 마음에  yo here I''m 내가 뭘 하던 말던 내 방식대로 살아가겠어 날 내버려 둬 as I bounce to yo dome than I 내가 보여줄게 우리의 모든 것 들 X-large가 갖고있는 멋진 모습들을 put your hands in the air 나와 동감하면 너의 몸을 흔들어 봐봐 우리의 음악이 신이 나면 Hammer와 Sangmind가 뭉쳐 탄생한 우리 Danny, 준호, Sly, X가 모 여 stooge players 까지우리와 함께 rap을 한다 더 앞을 내다보며 항상 진전하는 우리 x-large top이 될 우리 no.1 인생에 이등 따윈 필요 없어 오직 다 넘고 뛰어서 다 이겨서 살아 남아서 now check it 이제 내 맘 알겠니 우리 X-large와 함께라면 이해하겠니 자 모 두 모여봐 그리고 우리와 함께 bounce with me come and pound with me the one and only X-Large  losing to me it ain''t no option I''m tryin'' to flow making this doe try to pay load it all coast we''ll prevail this is the world hit top of chart just wait the squad we about to blaze before you scroll the only problem here should be about that we disaster wanting yo more ground speakers bigger than this over seas we drive nice cars than we cruise down the boulevard of 압구정 we got it far from India and Japan and back to America we racing the world that''s our plan you think you can hang it wasn''t for the fame X-Large close the mound and stooge ran game and then what you bets to remember who you dealing with ham they got us started and then we about to finish it like a boat game we''re in it for the win no time to lose that''s game 
2000	Why	랩/힙합	why do you wanna take mine 나 이제 알았어 그 모든 것  그 모든 것이 부질없었다는 것 나 여태껏 이뤘던 꿈과 내 삶과 명예가 한 순간에 짓밟히는 것을 느낀 이 때가 내 주위 친구들에게 외쳤었던 help 그마저 외면하고 등을 돌린 니네가 나 이제 보니 내 곁에서 머물렀었던건 내 환심만 얻으려는 내 약점만 뺏으려는 내 돈이 돈이 그렇게도 탐났나 아님 그 무엇이 무엇이 니넬 변하게 했나 날 무시무시하고 나의 뒤통수를 치나 나 성공하는게 그렇게도 싫으나 못마땅하나 다 필요 없어 나 일어섰어  나 혼자 힘으로 모든 것을 이룩했어 나 결정했어 Just simple and plain  결국엔 믿을 수 있는건 오직 내 자신인걸 Man I don't understand 니네가 하는 짓 What's mine is mine 내줄 수 없는 것 Uh~ why do you wanna take mine 수많은 별들 속에  내 초라한 모습 거기 어디 있나 있다면, 왜 내 자신 만 그렇게 빛나질 못하나  내게 희망을 걸었던 모든 이들  얼마나 아파할까나 실패할까 두려워지네 most likely 나 정말 해낼 수 있었어 좋은차 굴리면서 나도 남 부럽지 않게 돈도 쓰며 마음은 벌써 저 상류 사회에 있는데 왜 내 자신이 느끼는건 pain, 절망뿐 forever 널 용서하지 않아 나 이리 된 건 너의 배신과 사기 널 믿었던 내가 잘못이지 어찌 한 사람의 인생을 갖고 이리 할 수 있나 믿을 수 없어 손만 뻗으면  닿을 것 같은 저 사회가 날 부르는데 지금 내 눈 앞에 있는건  회색 벽돌들과 조그마한 창문 내 돈과 여자와 모든 것을 빼앗고  난 너에게 사기 당했고 넌 밖이고 난 안이고 너의 지금 위치가 나였고 배신과 사기 속에 내 인생 무참히 망가졌네 이런 사회는 It don' belong to you 아가씨 하이힐 그 끝으로 오르는  치마 차마 말로는 못할  아무도 모르는 나만의 상상 different 세상의 아이 쎄쎄쎄 the other  세상의 멜로디의 노래를 부르짖어 저기 아이와 나 천사와 나 무언가  다르게 내 마음의 나 싸우는 나 어떻하겠어 그 뒤에 니가 나를 바라보듯이  내게도 내 삶의 내 맘의 자유라 하며 살아가겠어 그러다 내가 밥이건 니가 적이던  내일도 없이 살아가게 될 건 너와 나 같아 really simple 하게만 살아가는 이 사람 저 사람  그 속에 반반 빈익빈 부익부 못 오를 저 나무 다 잘라버려  그 무엇이 무엇이 더 필요하겠어 why do you wanna take mine once I step on a room  you feel the tycoon in your present boy you about to feel yo doom on my dead  presidents since out the room I`m known to act silly  can`t tell put my butt in 6 deep put my name on a tomb  I bet you feel me no really hear me listen niggaz like dizzy dog  you got me pissed like toilet boil but I feel the breast of  it all it took me a long time to get mine and can't take it got me  crossed up with the wrong ones in another word you got me  mistaken cause you can't see me like Incoknito is he  who is he YB legendary boy like the Beatles for my people my campo  my comrads you must have came a long way to get paid in a rough day  got me in a way gotta get my cash fast that be my attitude  but understand what I got  it don't belong to you~~ why do you wanna take mine stepped out my house on a way to  get some gas with my prefel vision I saw skim ass  they was gonna lay me down is this the end of chuck? I looked up to the sky  and said god please interrupt what did I ever did to  deserve this but at that time I felt a pistol across my head  and it took the curve quick almost vaconcious bleeding  from the head I keep hearing voice saying give it up fool or you're dead  what made them think that I was doing big things  I've been working my butt off doing chuck chain long live the game  by still living in a hood even if you became a victim of  these fools up no good gun start to click clack my heart start to  beat fast I could hear the glass shatter from bullets  flying pass and I know what goes around comes around  it was the jack who jacked the jack who was laying me down  I don't understand the things that you do but what's mine is  mine it don't belong to you why do you wanna take mine
2000	Rose	랩/힙합	이미 놀다 보니 날이 새 오늘 그녀를 만날 날이래 오늘은 그녀를 위한 준비 driving luxury car 섹시한 그녀는 나의 star 그녀의 남자인 이미 나도 star 이미 놀다 보니 날이 새 오늘 그녀를 만날 날이래 오늘은 그녀를 위한 준비 driving luxury car 섹시한 그녀는 나의 star 그녀의 남자인 이미 나도 star 좋은 차와 나의 미모가 어울리긴 하지 아름다운 내겐 장미와 느낌 없이 사는 건 싫어 너무 재미없어 나를 몰라주는 바보와 장미 예쁜 꽃 한 송이 감히 누가 쳐다봐 내 장미 가시없는 장미 흠 향기로운 내사랑 아 가까워지는구나 feel이와 그대가 느껴져 빨리가 그대를 안아주고 싶은 장미 입술 그 입술 키스 한번 하고픈 그대 입술 메마른 입술 촉촉히 감싸 압수 섹시한 그대 입술 압수 거기까지 더 이상은 안돼 나의 장미 좋은 차와 나의 미모가 어울리긴 하지 아름다운 내겐 장미와 느낌 없이 사는 건 싫어 너무 재미없어 나를 몰라주는 바보와 이미 놀다 보니 날이 새 오늘 그녀를 만날 날이래 오늘은 그녀를 위한 준비 driving luxury car 애교의 그녀는 나의 star 그녀의 남자인 이미 나도 star 이미 놀다 보니 날이 새 오늘 그녀를 만날 날이래 오늘은 그녀를 위한 준비 driving luxury car 애교의 그녀는 나의 star 그녀의 남자인 이미 나도 star 애교에게 그 이상의 표현 완벽한 미모 아 마음속 천사같은 착한 이의 곁에 두자 아무리 흠을 찾아도 어디 없네 장미 같은 입술 애교에 그대 여인의 향기 눈빛은 하여튼 나를 완전히 사로잡아 버리고 그 눈 밑에 보조개 그속에 빠져서 좋은 차와 나의 미모가 어울리긴 하지 아름다운 내겐 장미와 느낌 없이 사는 건 싫어 너무 재미없어 나를 몰라주는 바보와 좋은 차와 나의 미모가 어울리긴 하지 아름다운 내겐 장미와 느낌 없이 사는 건 싫어 너무 재미없어 나를 몰라주는 바보와 언제 2001년 지금 넘어 그대 사랑하고있어 음 행복해 그대와 결혼하고 싶어 나를 받아줘 영원히 사랑 하겠어 그대만을 장미 사랑하는 나의 장미 입술에 흐르는 촉촉한 느낌에 눈빛 날 사로잡은 눈 밑에 보조개 그대 덮은 향기 사랑하는 나의 여인의 향기 사랑의 향기 좋은 차와 나의 미모가 어울리긴 하지 아름다운 내겐 장미와 느낌 없이 사는 건 싫어 너무 재미없어 나를 몰라주는 바보와 좋은 차와 나의 미모가 어울리긴 하지 아름다운 내겐 장미와 느낌 없이 사는 건 싫어 너무 재미없어 나를 몰라주는 바보와
2000	No Time To Lose	랩/힙합	 one part for the spirit like a one mc one part pure power that counts with the beats one part that you taken from me one part for every chain put inside of me one part for the pain that I gots to pop one part for yo folks that I''m leaving a knot one part for yo nose snot I''m hot can''t stop if you''re ready or not fever that means I''m spittin'' hot calculate my spot every cotton mouth that means I''m running you out leave yo game on drout don''t eye ball me it ain''t no way out you chose made move thank god you loose hammer time''s back with no time to lose   It ain''t no time to waste cause I''m chasing my chatter cheese can''t let the pressure I gots for my passion for my bottles or g''s cause I flow like the low 4 degree verbal rumble with mc''s ill eat yo mind block free fall cause I''m way too rugged raw stooge players spittin'' major with no flow sometimes losing to him or you better than bruise you scuffed up like some old Nike shoes that''s how I do my do mads for the cash be motto adrenaline for stacking me it''s like I hit the lotto sometimes I drink a bottle for the tough times be hard to swallow chasing my paper be mediatory about my statics like this offence penetrate do you fall like plastic it''s automatic when we celebrate we being stooge and ain''t got no time to lose  no time to lose~ no time for you no time to spare no time to loose~ I ain''t got no time~ no time to lose~~  california dreaming, ah~ 끝없는 세계 이렇게 계속 쭉쭉 펼쳐진 바 다와 저 높은 하늘 아래 펼쳐진 또 다른 X-Large의 세계 그 속에 쉴 새 없이 흐르고있는 도전정신의 세계 Hammer와 수많은 rap의 원조들이라 불리우는 그들이 Korea, Korea 외쳐대는 이 순간에 내 눈에 내 맘에 내 머릿속에 불타 오르는 한국 의 정기를 이어받아 검은 무리를 뚫고 나가 아리랑 아리랑 아라리가 났네 X-Large가 탄생했네 저렇게 우리를 쳐 다보네 X-Large의 세계로 휩쓸려 밀려오네 이미 내 마음에  yo here I''m 내가 뭘 하던 말던 내 방식대로 살아가겠어 날 내버려 둬 as I bounce to yo dome than I 내가 보여줄게 우리의 모든 것 들 X-large가 갖고있는 멋진 모습들을 put your hands in the air 나와 동감하면 너의 몸을 흔들어 봐봐 우리의 음악이 신이 나면 Hammer와 Sangmind가 뭉쳐 탄생한 우리 Danny, 준호, Sly, X가 모 여 stooge players 까지우리와 함께 rap을 한다 더 앞을 내다보며 항상 진전하는 우리 x-large top이 될 우리 no.1 인생에 이등 따윈 필요 없어 오직 다 넘고 뛰어서 다 이겨서 살아 남아서 now check it 이제 내 맘 알겠니 우리 X-large와 함께라면 이해하겠니 자 모 두 모여봐 그리고 우리와 함께 bounce with me come and pound with me the one and only X-Large  losing to me it ain''t no option I''m tryin'' to flow making this doe try to pay load it all coast we''ll prevail this is the world hit top of chart just wait the squad we about to blaze before you scroll the only problem here should be about that we disaster wanting yo more ground speakers bigger than this over seas we drive nice cars than we cruise down the boulevard of 압구정 we got it far from India and Japan and back to America we racing the world that''s our plan you think you can hang it wasn''t for the fame X-Large close the mound and stooge ran game and then what you bets to remember who you dealing with ham they got us started and then we about to finish it like a boat game we''re in it for the win no time to lose that''s game 
2000	Why	랩/힙합	why do you wanna take mine 나 이제 알았어 그 모든 것  그 모든 것이 부질없었다는 것 나 여태껏 이뤘던 꿈과 내 삶과 명예가 한 순간에 짓밟히는 것을 느낀 이 때가 내 주위 친구들에게 외쳤었던 help 그마저 외면하고 등을 돌린 니네가 나 이제 보니 내 곁에서 머물렀었던건 내 환심만 얻으려는 내 약점만 뺏으려는 내 돈이 돈이 그렇게도 탐났나 아님 그 무엇이 무엇이 니넬 변하게 했나 날 무시무시하고 나의 뒤통수를 치나 나 성공하는게 그렇게도 싫으나 못마땅하나 다 필요 없어 나 일어섰어  나 혼자 힘으로 모든 것을 이룩했어 나 결정했어 Just simple and plain  결국엔 믿을 수 있는건 오직 내 자신인걸 Man I don't understand 니네가 하는 짓 What's mine is mine 내줄 수 없는 것 Uh~ why do you wanna take mine 수많은 별들 속에  내 초라한 모습 거기 어디 있나 있다면, 왜 내 자신 만 그렇게 빛나질 못하나  내게 희망을 걸었던 모든 이들  얼마나 아파할까나 실패할까 두려워지네 most likely 나 정말 해낼 수 있었어 좋은차 굴리면서 나도 남 부럽지 않게 돈도 쓰며 마음은 벌써 저 상류 사회에 있는데 왜 내 자신이 느끼는건 pain, 절망뿐 forever 널 용서하지 않아 나 이리 된 건 너의 배신과 사기 널 믿었던 내가 잘못이지 어찌 한 사람의 인생을 갖고 이리 할 수 있나 믿을 수 없어 손만 뻗으면  닿을 것 같은 저 사회가 날 부르는데 지금 내 눈 앞에 있는건  회색 벽돌들과 조그마한 창문 내 돈과 여자와 모든 것을 빼앗고  난 너에게 사기 당했고 넌 밖이고 난 안이고 너의 지금 위치가 나였고 배신과 사기 속에 내 인생 무참히 망가졌네 이런 사회는 It don' belong to you 아가씨 하이힐 그 끝으로 오르는  치마 차마 말로는 못할  아무도 모르는 나만의 상상 different 세상의 아이 쎄쎄쎄 the other  세상의 멜로디의 노래를 부르짖어 저기 아이와 나 천사와 나 무언가  다르게 내 마음의 나 싸우는 나 어떻하겠어 그 뒤에 니가 나를 바라보듯이  내게도 내 삶의 내 맘의 자유라 하며 살아가겠어 그러다 내가 밥이건 니가 적이던  내일도 없이 살아가게 될 건 너와 나 같아 really simple 하게만 살아가는 이 사람 저 사람  그 속에 반반 빈익빈 부익부 못 오를 저 나무 다 잘라버려  그 무엇이 무엇이 더 필요하겠어 why do you wanna take mine once I step on a room  you feel the tycoon in your present boy you about to feel yo doom on my dead  presidents since out the room I`m known to act silly  can`t tell put my butt in 6 deep put my name on a tomb  I bet you feel me no really hear me listen niggaz like dizzy dog  you got me pissed like toilet boil but I feel the breast of  it all it took me a long time to get mine and can't take it got me  crossed up with the wrong ones in another word you got me  mistaken cause you can't see me like Incoknito is he  who is he YB legendary boy like the Beatles for my people my campo  my comrads you must have came a long way to get paid in a rough day  got me in a way gotta get my cash fast that be my attitude  but understand what I got  it don't belong to you~~ why do you wanna take mine stepped out my house on a way to  get some gas with my prefel vision I saw skim ass  they was gonna lay me down is this the end of chuck? I looked up to the sky  and said god please interrupt what did I ever did to  deserve this but at that time I felt a pistol across my head  and it took the curve quick almost vaconcious bleeding  from the head I keep hearing voice saying give it up fool or you're dead  what made them think that I was doing big things  I've been working my butt off doing chuck chain long live the game  by still living in a hood even if you became a victim of  these fools up no good gun start to click clack my heart start to  beat fast I could hear the glass shatter from bullets  flying pass and I know what goes around comes around  it was the jack who jacked the jack who was laying me down  I don't understand the things that you do but what's mine is  mine it don't belong to you why do you wanna take mine
