년도	제목	장르	가사
2016	나만 안되는 연애	포크/블루스	왠지 오늘따라 마음이 아픈지 했더니 오늘은 그대가 날 떠나가는 날이래요 왜 항상 나는 이렇게 외로운 사랑을 하는지 도무지 이해가 안가는 이상한 날이에요 왜 그랬는지 묻고 싶죠 날 사랑하긴 했는지 그랬다면 왜 날 안아줬는지 그렇게 예뻐했는지 나만 이런 세상을 살고 있는 것 같아요 바라보기만 하다 포기할 수는 없겠죠 근데도 이렇게 아픈 마음만 가지고 사는 건 도무지 불공평해서 견딜 수가 없어요 Please come back to me 왠지 오늘만은 그렇게 보내기 싫은지 오늘은 그대와 나 마지막인가 봐요 왜 항상 나는 이렇게 아무 말도 못하는지 도무지 이해가 안가는 이상한 날이에요 시작부터 사랑하지 않았다고 내게 말했었다면 그랬다면 나의 마음은 이렇게 굳게 닫혔을까요 나만 이런 세상을 살고 있는 것 같아요 바라보기만 하다 포기할 수는 없겠죠 근데도 이렇게 아픈 마음만 가지고 사는 건 도무지 불공평해서 견딜 수가 없어요 그대는 아무렇지 않겠죠 Please come back to me 내 눈물로 더 이상 붙잡을 수는 없겠죠 Please come back to me 근데도 이렇게 아픈 마음만 가지고 사는 건 도무지 불공평해서 견딜 수가 없어요 Please come back to me Please come back to me 나는 사실 이성적인 게 참 싫어요 그래서 우린 헤어져야만 했으니까 아무렇지 않게 살아가도 매일 밤이 고통스럽겠죠 그대가 정이 많은 사람이었다면 날 안아주진 않았을까요
2016	내 눈에만 보여	포크/블루스	너의 목소리만 넘나 크게 들려 다른 건 아무것도 안 들리고 너의 눈동자만 넘나 크게 보여 아니 내가 정말 미친 걸까 하루 종일 너만 생각하다 보니 머리가 이상해진 것 같아 혹시 내가 너를 좋아하게 돼버린 걸까 아니 내가 그냥 미친 걸까 너는 자꾸 이랬다 저랬다가 나를 흔들고 여기저기 왔다 갔다 헷갈리게 만들고 자꾸만 보여 꿈속에서도 억지로 피하려고 해도 보여 어디든 있어 눈감아 봐도 네 맘은 내 눈에만 보여 내 눈에만 보여 너의 목소리만 넘나 크게 들려 다른 건 아무것도 안 들리고 너의 눈동자만 넘나 크게 보여 아니 내가 정말 미친 걸까 너는 자꾸 있는 듯 없는 듯이 숨으려 하고 나를 피해 이리저리 도망치려 해봐도 자꾸만 보여 꿈속에서도 억지로 피하려고 해도 보여 어디든 있어 눈감아 봐도 네 맘은 내 눈에만 보여 내 눈에만 보여 내 눈에만 보여 내 눈에만 보여
2016	좋다고 말해	포크/블루스	안녕 오늘도 같은 자리 버스 창가에 기대 앉은 네게 인사를 해 Hi 역시 넌 받아 주지를 않네 인기 많고 잘생긴 넌 내게만 그렇게 쌀쌀하게 굴더라 근데 Last Night 기억나 넌 내가 좋다고 했어 그 예쁜 가로등 아래서 넌 내가 좋다고 말했어 다음부턴 모른 척 아닌 척해도 You Have To Know That 확신을 해야 돼 넌 그날 넌 내가 좋다고 했어 Yeah If You Like Me Or Love Me Just Say Yes Yes Yes And Then I'm Your Girlfriend And You're My Boyfriend 어서 내게 좋다고 말해 줘 몰래 오늘도 도서관 맨 앞자리에 기대 앉은 네게 인사를 해 Oh Boy 역시 넌 받아 주지를 않네 인기 많고 잘생긴 넌 내게만 그렇게 쌀쌀하게 굴더라 근데 Last Night 기억나 넌 내가 좋다고 했어 그 예쁜 가로등 아래서 넌 내가 좋다고 말했어 다음부턴 모른 척 아닌 척해도 You Have To Know That 확신을 해야 돼 넌 그날 넌 내가 좋다고 했어 Yeah If You Like Me Or Love Me Just Say Yes Yes Yes And Then I'm Your Girlfriend And You're My Boyfriend 어서 내게 좋다고 말해 줘 Oh 널 참 많이 좋아하는 난데 우린 이어질 수 없는 걸까 내 긴 교복 치마가 부끄러워 초라해 Yeah 네 곁엔 항상 키 크고 예쁜 애들이 넘치는데 Woo If You Like Me If You Love Me Yeah And Then I'm Your Girlfriend And You're My Boyfriend 어서 내게 좋다고 말해 줘 If You Like Me Or Love Me Just Say Yes Yes Yes And Then I'm Your Girlfriend And You're My Boyfriend 어서 내게 좋다고 말해 줘
2017	오랜 날 오랜 밤	포크/블루스	별 하나 있고 너 하나 있는 그곳이 내 오랜 밤이었어 사랑해란 말이 머뭇거리어도 거짓은 없었어 넌 화나 있고 참 조용했던 그곳이 내 오랜 밤이었어 어둠 속에서도 잠 이루지 못해 흐느껴오는 너의 목소리 그대 곁이면 그저 곁에서만 있어도 행복했단 걸 그 사실까지 나쁘게 추억 말아요 오랜 날 오랜 밤 동안 정말 사랑했어요 어쩔 수 없었다는 건 말도 안 될 거라 생각하겠지만 밉게 날 기억하지는 말아줄래요 아직도 잘 모르겠어 당신의 흔적이 지울 수 없이 소중해 잘 자요 안녕 그 말 끝으로 흐른 시간은 오랜 날 같았어 우린 서로에게 깊어져 있었고 난 그게 두려워 넌 가만있고 나도 그러했던 순간은 우리 오랜 날 함께한 시간을 아무런 의미도 없듯이 추억만 하게 하겠죠 그대 곁이면 그저 곁에서만 있어도 보고 싶고 또 행복했어 그건 진심이었소 오랜 날 오랜 밤 동안 정말 사랑했어요 어쩔 수 없었다는 건 말도 안 될 거라 생각하겠지만 밉게 날 기억하지는 말아줄래요 아직도 잘 모르겠어 당신의 흔적이 지울 수 없이 소중해 하늘이 참 뿌옇고 맘을 다잡아야 하죠 이젠 마지막 목소리 마지막 안녕 밉게 날 기억하지는 말아줄래요 아직도 잘 모르겠어 당신의 흔적이 지울 수 없이 소중해
2017	자꾸자꾸	포크/블루스	너 지금 어디서 뭘 할까 니가 참 궁금해 너의 그 말투도 행동도 자꾸 신경 쓰여 나 혼자 꽁꽁 숨겨둔 맘을 숨길 수 없나 봐 친구들이 날 보고 예뻐졌다고 그래 너만 빼고 내 맘 다 아나 봐 우연히 너를 보던 그때부터 시작이었나 봐 내 사랑이 눈을 감아도 자꾸자꾸 생각나 내 눈엔 니가 니가 아른해 살짝 다가와서 꼭 안아줘 상상만으로도 달달 한데 두근거리는 내맘 내맘 들릴까 내 귀엔 너만 너만 들을래 설레는 내 맘을 좀 알아줘 숨길 수 없나 봐 너를 사랑하나 봐 머릿속 가득 찬 생각은 어디로 간 걸까 온통 니 생각만 하다가 하루가 다 가네 얼굴에 웃음이 가득해서 숨길 수 없나 봐 친구들이 날 보고 행복해 보인다 해 너만 오면 내 맘 완벽한데 나처럼 너도 가끔 상상할까 달콤해져 버린 우리 사이 눈을 감아도 자꾸자꾸 생각나 내 눈엔 니가 니가 아른해 살짝 다가와서 꼭 안아줘 상상만으로도 달달 한데 두근거리는 내맘 내맘 들릴까 내 귀엔 너만 너만 들을래 설레는 내 맘을 좀 알아줘 숨길 수 없나 봐 너를 사랑하나 봐 눈을 감아도 자꾸자꾸 생각나 내 눈엔 너만 너만 그려져 살짝 다가와서 꼭 안아준 너를 보면 자꾸 웃음이 나 두근거리는 내맘 내맘 들릴까 달콤한 너만 너만 들을래 설레는 내 맘을 다 알아준 너에게 빠져 버린 날 사랑해줄래 
2017	너란 봄 (Feat. 하림)	포크/블루스	다시 봄이 오려나 봐요 벚꽃도 지겨울 만큼 또다시 외로운 계절을 만나고 부네요 바람은 저 꽃이 너무 예뻐 외롭게 저 커플은 또 마냥 환하게 웃는 거야 너무 서럽게 만드니 왜 아름다운 거야 하필 부러울 게 뭐야 나만 빼고 봄봄봄 다시 봄이 오려나 봐요 벚꽃도 지겨울 만큼 한밤에 깨어나 너무도 싫은데 또 봄이 오네요 너란 봄 봄 봄봄봄 너란 놈 어디 있는 거니 너란 봄 봄 봄봄봄 부네요 봄바람이 알콩달콩한 사랑을 꿈꾸고 살콤달콤한 그대는 오려나 또다시 외로운 하루를 만나면 부네요 바람은 저 꽃이 너무 예뻐 외롭게 저 커플은 또 마냥 환하게 웃는 거야 너무 서럽게 만드니 왜 아름다운 거야 하필 부러울 게 뭐야 나만 빼고 봄봄봄 다시 봄이 오려나 봐요 벚꽃도 지겨울 만큼 한밤에 깨어나 너무도 싫은데 또 봄이 오네요 따뜻한 봄바람이 내 볼을 스치면 얼었던 내 맘에도 봄이 올까요 사랑일까요 다시 봄이 오려나 봐요 벚꽃도 지겨울 만큼 한밤에 깨어나 너무도 싫은데 또 봄이 오네요 너란 봄 봄 봄봄봄 너란 놈 어디 있는 거니 너란 봄 봄 봄봄봄 부네요 봄 바람이
2017	남이 될 수 있을까	포크/블루스	쉴 새 없이 울려 대던 내 전화기는 잠잠해져 가 할 말을 잃은 것 같아 정신없이 쏟아내던 그 모진 말들 주워 담지는 못해 아마 날 떠날 것 같아 난 너를 지울 수 있을까 그저 한 순간에 우린 남이 될 수 있을까 쉽지 않을 걸 알지만 좋았던 날도 많았지만 되돌리기엔 멀리 와 버린 걸까 난 너를 지울 수 있을까 우린 남이 될 수 있을까 눈물조차 흐르지 않아 홧김에 던져 망가진 내 폰 마치 날 보는 것 같아 예전과 달리 잦아진 끝이 없는 듯한 감정싸움에 이제 난 지친 것 같아 난 너를 지울 수 있을까 그저 한 순간에 우린 남이 될 수 있을까 쉽지 않을 걸 알지만 좋았던 날도 많았겠지만 되돌리기엔 멀리 와 버린 걸까 괜찮은 척해도 먹먹해진 기분은 진해져만 가 떨쳐내려 괜히 웃어보아도 숨길 수 없는 걸 이별이 오는 걸 우리의 시간은 멈춰버린걸 난 너를 지울 수 있을까 우린 남이 될 수 있을까 난 너를 지울 수 있을까 그저 한 순간에 우린 남이 될 수 있을까 쉽지 않을 걸 알지만 좋았던 날도 많았지만 되돌리기엔 멀리 와 버린 걸까 난 너를 지울 수 있을까 우린 남이 될 수 있을까 We loved We loved We loved We loved We loved We loved
2017	자꾸자꾸	포크/블루스	너 지금 어디서 뭘 할까 니가 참 궁금해 너의 그 말투도 행동도 자꾸 신경 쓰여 나 혼자 꽁꽁 숨겨둔 맘을 숨길 수 없나 봐 친구들이 날 보고 예뻐졌다고 그래 너만 빼고 내 맘 다 아나 봐 우연히 너를 보던 그때부터 시작이었나 봐 내 사랑이 눈을 감아도 자꾸자꾸 생각나 내 눈엔 니가 니가 아른해 살짝 다가와서 꼭 안아줘 상상만으로도 달달 한데 두근거리는 내맘 내맘 들릴까 내 귀엔 너만 너만 들을래 설레는 내 맘을 좀 알아줘 숨길 수 없나 봐 너를 사랑하나 봐 머릿속 가득 찬 생각은 어디로 간 걸까 온통 니 생각만 하다가 하루가 다 가네 얼굴에 웃음이 가득해서 숨길 수 없나 봐 친구들이 날 보고 행복해 보인다 해 너만 오면 내 맘 완벽한데 나처럼 너도 가끔 상상할까 달콤해져 버린 우리 사이 눈을 감아도 자꾸자꾸 생각나 내 눈엔 니가 니가 아른해 살짝 다가와서 꼭 안아줘 상상만으로도 달달 한데 두근거리는 내맘 내맘 들릴까 내 귀엔 너만 너만 들을래 설레는 내 맘을 좀 알아줘 숨길 수 없나 봐 너를 사랑하나 봐 눈을 감아도 자꾸자꾸 생각나 내 눈엔 너만 너만 그려져 살짝 다가와서 꼭 안아준 너를 보면 자꾸 웃음이 나 두근거리는 내맘 내맘 들릴까 달콤한 너만 너만 들을래 설레는 내 맘을 다 알아준 너에게 빠져 버린 날 사랑해줄래 
2017	가을 아침	포크/블루스	이른 아침 작은 새들 노랫소리 들려오면 언제나 그랬듯 아쉽게 잠을 깬다 창문 하나 햇살 가득 눈부시게 비쳐오고 서늘한 냉기에 재채기할까 말까 음 눈 비비며 빼꼼히 창밖을 내다보니 삼삼오오 아이들은 재잘대며 학교 가고 산책 갔다 오시는 아버지의 양손에는 효과를 알 수 없는 약수가 하나 가득 음 딸각딸각 아침 짓는 어머니의 분주함과 엉금엉금 냉수 찾는 그 아들의 게으름이 상큼하고 깨끗한 아침의 향기와 구수하게 밥 뜸드는 냄새가 어우러진 가을 아침 내겐 정말 커다란 기쁨이야 가을 아침 내겐 정말 커다란 행복이야 응석만 부렸던 내겐 파란 하늘 바라보며 커다란 숨을 쉬니 드높은 하늘처럼 내 마음 편해지네 텅 빈 하늘 언제 왔나 고추잠자리 하나가 잠 덜 깬 듯 엉성히 돌기만 비잉비잉 음 토닥토닥 빨래하는 어머니의 분주함과 동기동기 기타 치는 그 아들의 한가함이 심심하면 쳐대는 괘종시계 종소리와 시끄러운 조카들의 울음소리 어우러진 가을 아침 내겐 정말 커다란 기쁨이야 가을 아침 내겐 정말 커다란 행복이야 응석만 부렸던 내겐 가을 아침 내겐 정말 커다란 기쁨이야 가을 아침 내겐 정말 커다란 행복이야 뜬구름 쫓았던 내겐 이른 아침 작은 새들 노랫소리 들려오면 언제나 그랬듯 아쉽게 잠을 깬다 창문 하나 햇살 가득 눈부시게 비쳐오고 서늘한 냉기에 재채기할까 말까 음
2017	매일 그대와	포크/블루스	매일 그대와 아침 햇살 받으며 매일 그대와 눈을 뜨고파 매일 그대와 도란 도란 둘이서 매일 그대와 얘기하고파 새벽비 내리는 거리도 저녁노을 불타는 하늘도 우리를 둘러싼 모든 걸 같이 나누고파 매일 그대와 밤의 품에 안겨 매일 그대와 잠이 들고파 매일 그대와 새벽비 내리는 거리도 저녁노을 불타는 하늘도 우리를 둘러싼 모든 걸 같이 나누고파 매일 그대와 아침 햇살 받으며 매일 그대와 눈을 뜨고파 정말 매일 그대와 진짜 잠이 들고파 몹시 매일 그대와 엄청 얘기 하고파 정말 매일 그대와 매일 그대와
2017	썸 탈꺼야	포크/블루스	표현이 서툰 것도 잘못인가요 나 차가운 도시에 따뜻한 여잔데 그냥 좋아한단 말도 안 되는가요 솔직하게 난 말하고 싶어요 사라져 아니 사라지지 마 네 맘을 보여줘 아니 보여주지 마 하루 종일 머릿속에 네 미소만 우리 그냥 한번 만나볼래요 나 오늘부터 너랑 썸을 한번 타볼 거야 나 매일매일 네게 전화도 할 거야 밀가루 못 먹는 나를 달래서라도 너랑 맛있는 걸 먹으러 다닐 거야 넘넘 스윗한 넌 정말 달콤한 걸 넘넘 스윗한 넌 그냥 좋아한단 말도 안 되는가요 솔직하게 난 말하고 싶어요 사라져 아니 사라지지 마 네 맘을 보여줘 아니 보여주지 마 하루 종일 머릿속에 네 미소만 우리 그냥 한번 만나볼래요 나 오늘부터 너랑 썸을 한번 타볼 거야 나 매일매일 네게 전화도 할 거야 밀가루 못 먹는 나를 달래서라도 너랑 맛있는 걸 먹으러 다닐 거야 사랑은 이렇게 생기는 게 아니겠어 어쩌면 내 맘의 반쪽을 네게 걸어보는 건데 나는 오늘도 네게 차일 것만 같아도 난 한번 더 너에게 다시 달려가 볼 거야 나 오늘부터 너랑 썸을 한번 타볼 거야 나 매일매일 네게 전화도 할 거야 매운 거 못 먹는 나를 달래서라도 너랑 맛있는 걸 먹으러 다닐 거야 나도 그 애처럼 좋아요 좀 눌러줘 나도 너랑 말 좀 할 수 있게 해줘 나는 풀이 죽어서 오늘도 포기하고 뒤를 돌아볼 때쯤 나를 붙잡는 넌 넘넘 스윗한 넌 정말 달콤한 걸 넘넘 스윗한 넌
